sku,name,barcode,shortDescription,costPrice,mainPrice,wholesalePrice,wholesaleBoxQuantity,categoryId,brandId,stock_showroom,stock_الصالة
12434047,??? ?? + ???? POLO,,,1.35,2,1.75,1,??????,bchara ghostin,3,0
59007,??? ?? ????? ????,,,2.5,4,3.5,1,??????,bchara ghostin,3,0
BT22251,????? ????,,,3.45,5,4.5,1,??????,bchara ghostin,5,0
327515,????? ????? 10 ??? B 9,,,2.5,4,3.5,1,??????,bchara ghostin,3,0
8028641901175,???? ???? ???? 115 ??? 100 sait,,,1.75,3,2.5,1,??????,bchara ghostin,10,0
8028641901182,???? ???? ???? 115 ??? 120 sait,,,0.36,0.5,0.5,1,??????,bchara ghostin,25,0
8028641902011,???? ???? ???? 115 ??? 150 sait,,,0.36,0.5,0.5,1,??????,bchara ghostin,25,0
8028641901205,???? ???? ???? 115 ??? 220 sait,,,0.32,0.5,0.5,1,??????,bchara ghostin,25,0
8028641901212,???? ???? ???? 115 ??? 320 sait,,,0.32,0.5,0.5,1,??????,bchara ghostin,25,0
8028641901328,???? ???? ???? 115 ??? 400 sait,,,0.32,0.5,0.5,1,??????,bchara ghostin,25,0
8028641901168,???? ???? ???? 115 ??? 80 sait,,,0.32,0.5,0.5,1,??????,bchara ghostin,25,0
5603902232521,???? ???? ???? ???? 115 ??? 100,,,0.36,0.5,0.5,1,??????,bchara ghostin,25,0
5603902232538,???? ???? ???? ???? 115 ??? 120,,,0.25,0.5,0.35,1,??????,bchara ghostin,50,0
5603902232545,???? ???? ???? ???? 115 ??? 150,,,0.25,0.5,0.35,1,??????,bchara ghostin,50,0
5603902232569,???? ???? ???? ???? 115 ??? 220,,,0.24,0.5,0.35,1,??????,bchara ghostin,50,0
5603902247648,???? ???? ???? ???? 115 ??? 320,,,0.24,0.5,0.35,1,??????,bchara ghostin,50,0
5603902232484,???? ???? ???? ???? 115 ??? 40,,,0.24,0.5,0.35,1,??????,bchara ghostin,50,0
5603902290927,???? ???? ???? ???? 115 ??? 400,,,0.31,0.5,0.4,1,??????,bchara ghostin,50,0
5603902232507,???? ???? ???? ???? 115 ??? 60,,,0.24,0.5,0.45,1,??????,bchara ghostin,50,0
5603902232514,???? ???? ???? ???? 115 ??? 80,,,0.28,0.5,35,1,??????,bchara ghostin,50,0
69214,???? ????? 10 ???,,,0.25,0.5,0.35,1,??????,bchara ghostin,47,0
667538348,???? ????? 4 TIGON,,,2,3,3.75,1,??????,bchara ghostin,10,0
7896380109029,???? ????,,,0.5,1,1,1,??????,bchara ghostin,2,0
PT0938160MF,???? ??? PAINTPRO MEDIUM,,,3,4,3.5,1,??????,bchara ghostin,15,0
920833040,???? ????? 10 ???,,,3.75,5,4.5,1,??????,bchara ghostin,6,0
172057093,???? ????? 15 ???,,,1,2,1.75,1,??????,bchara ghostin,8,0
31145,???? ????? 4 ASTRA,,,1.1,2,1.75,1,??????,bchara ghostin,5,0
852742,???? ????? ???? 10 ???,,,0.5,1,1,1,??????,bchara ghostin,15,0
819283575,???? ????? 4 ASTRA,,,1.7,2.5,2,1,??????,bchara ghostin,15,0
8015732709239,???? ???? MEDIUM,,,0.5,1,1,1,??????,bchara ghostin,10,0
80932,??? ???? 1 ???? belgique,,,3.75,5,4.5,1,??????,bchara ghostin,3,0
309931,??? ???? ????? belgique,,,4.5,6,5,1,??????,bchara ghostin,6,0
64324571,??? ??? WHITE SPIRIT 6KG,,,10.5,13.5,12.5,1,??????,bchara ghostin,3,0
6586,??? ??? WHITE SPIRIT 9KG,,,11,20,17,1,??????,ritver,1,0
1699810,??? ?????? ??? 100 TAWER,,,15,21,20,1,??????,ritver,1,0
3365419746565,??? ?????? ??? 120 ????,,,26,35,32,1,??????,bchara ghostin,1,0
6972952978093,??? ?????? ??? 60 TAWER,,,15,20,18,1,??????,bchara ghostin,1,0
2158,?????? ???? GOLDEN,,,23,30,28,1,??????,bchara ghostin,1,0
615144,?????? ???? ??? ???? DUCH,,,1.1,2,1.75,1,??????,bchara ghostin,11,0
852743,??????? ??? ???? ???? dem braven,,,1.65,2.5,2,1,??????,bchara ghostin,4,0
607713377,??? ????? ???? 25 ????,,,3.45,4,4,1,??????,bchara ghostin,15,0
8834000141140,??? ????? ???? 45 ????,,,0.85,2,1.5,1,??????,bchara ghostin,3,0
6923450608104,??? ????,,,1.35,2.5,2,1,??????,bchara ghostin,1,0
7505598,???? ?????? 50 ???? GODEX,,,0.55,1,0.75,1,??????,bchara ghostin,10,0
9233,???? ?????? 60 ???? GODEX,,,19,23,22,1,??????,bchara ghostin,1,0
49681971,???? ????? ???????,,,25,28,27,1,??????,bchara ghostin,1,0
2948769,???? ????? 11.5 ??,,,5,7,6,1,??????,bchara ghostin,2,0
213324554,???? ????? 18 ??,,,2.3,3,3,1,??????,bchara ghostin,2,0
53946,???? ????? ???? ???? 11.5 ?? ????,,,3.75,5,5,1,??????? ???????,bchara ghostin,2,0
871162,???? ????? ???? ???? 18 ?? ????,,,1.25,2,2,1,??????,bchara ghostin,3,0
67467,??? ????? ???? TAWER,,,2.25,3.5,3,1,??????,bchara ghostin,3,0
87399,???? ??? cimentious bag bay,,,4.5,6,5,1,??????,bchara ghostin,2,0
45910338,??? ???? 2 ???,,,42,50,47,1,????,bchara ghostin,1,0
6955778110038,??? ???? 3 ???,,,1.85,3,2.5,1,??????,bchara ghostin,2,0
PT400EXT,??? ???? 4 ??? PAINT PRO,,,2.25,4,3.5,1,??????,bchara ghostin,2,0
PT500EXT,??? ???? 5 ??? PAINT PRO,,,5.5,8,7,1,??????,bchara ghostin,2,0
5010131574207,????? ?????? 2 COLORFLEX,,,7.75,10,9,1,??????,bchara ghostin,2,0
5010131574300,????? ?????? 2.5 COLORFLEX,,,1.45,3.5,3,1,??????,bchara ghostin,3,0
5010131574306,????? ?????? 3 KING,,,1.85,4,3.5,1,??????,bchara ghostin,3,0
628844100108,????? 1 gold,,,2.35,4.5,4,1,??????,bchara ghostin,3,0
628844100252,????? 1 TOWER,,,0.46,1,1,1,??????,bchara ghostin,11,0
6952025100156,????? 1.5 STAR,,,0.45,1,1,1,??????,bchara ghostin,9,0
628844100382,????? 1.5 TOWER,,,0.65,1.8,1.5,1,??????,bchara ghostin,11,0
6952025100200,????? 2 STAR,,,0.62,1.5,1.3,1,??????,bchara ghostin,11,0
628844100504,????? 2 TOWER,,,0.9,2,1.5,1,??????,bchara ghostin,12,0
6952025100255,????? 2.5 STAR,,,1.04,2,1.5,1,??????,bchara ghostin,7,0
628844100634,????? 2.5 TOWER,,,1.2,2.8,2,1,??????,bchara ghostin,12,0
6952025100309,????? 3 STAR,,,1.42,3,2.5,1,??????,bchara ghostin,11,0
628844100757,????? 3 TOWER,,,1.58,3,2.5,1,??????,bchara ghostin,12,0
712828962865,????? 4 BOYA,,,1.94,3.5,3,1,??????,bchara ghostin,11,0
628844101006,????? 4 TOWER,,,2.3,3.5,3,1,??????,bchara ghostin,1,0
3823848,????? ??? polo,,,2.6,4,3.5,1,??????,bchara ghostin,3,0
6353,??? ??????? ASTRA,,,1,2,1.5,1,??????,bchara ghostin,4,0
8422420012128,????? ??? 15*5,,,2.5,5,4,1,??????,bchara ghostin,4,0
8750875467881,????,,,3.35,5.5,5,1,??????,bchara ghostin,4,0
462934,????? 10 ?????,,,1.35,3,2.5,1,??????,bchara ghostin,6,0
577496,????? 20 ????,,,2.5,4,3.5,1,??????,bchara ghostin,5,0
316972,????? 5 ????,,,6,8,7.5,1,??????,bchara ghostin,3,0
297282059,????? ??? 20 ???,,,1.75,3,2.5,1,??????,bchara ghostin,5,0
8346232,???? 4 ASTRA,,,2.5,4,3.5,1,??????,bchara ghostin,5,0
706565836,???? ??? 9 SHARK,,,0.5,1,1,1,??????,bchara ghostin,12,0
4243677,????? ???? 10,,,0.85,1.5,1.3,1,??????,bchara ghostin,10,0
343814621,????? ???? 3,,,3,5,4.5,1,??????,bchara ghostin,2,0
250382529,????? ???? 4,,,0.85,2.5,2,1,??????,bchara ghostin,3,0
76241,????? ???? 5,,,1.15,3,2.5,1,??????,bchara ghostin,6,0
6557551,????? ???? 6,,,1.35,3.5,3,1,??????,bchara ghostin,6,0
15346847,????? ???? 8,,,1.65,4,3.5,1,??????,bchara ghostin,6,0
079423028809,????? ???? 10 ???,,,1.85,4.5,4,1,??????,bchara ghostin,2,0
794230235072,????? ???? 4 ???,,,14,16,15,1,??????,bchara ghostin,2,0
794230285022,????? ???? 6 ???,,,4.9,6,5,1,??????,bchara ghostin,2,0
794230288092,????? ???? 8 ???,,,7.25,8,8,1,??????,bchara ghostin,2,0
471965216,?????? ?????? SABER,,,10.5,12,1.5,1,??????,bchara ghostin,2,0
CT22275,???? ?????,,,0.9,1.5,1.5,1,??????,bchara ghostin,8,0
5100789800534,?????? 4*10,,,1.25,2,2,1,??????,bchara ghostin,6,0
5100789800527,?????? 4*20,,,1.05,2,2,1,??????,bchara ghostin,11,0
568861656,?????? ???? 2 ??? CRISTAL,,,2.1,3,3,1,??????,bchara ghostin,5,0
8288796,??? ??? ???,,,0.48,1,1,1,??????,bchara ghostin,139,0
91649,??? ???? ???,,,12,14,13,1,??????,bchara ghostin,2,0
5710042518,??? ?????,,,11.5,14,13,1,??????,bchara ghostin,2,0
3094,??? ????,,,2.7,4,3.5,1,??????,bchara ghostin,15,0
5603902000748,??? ?? ???? 100,,,1.25,2,1.5,1,??????,bchara ghostin,2,0
5603902000755,??? ?? ???? 120,,,0.28,0.35,0.35,1,??????,bchara ghostin,50,0
5603902011546,??? ?? ???? 150,,,0.28,0.35,0.35,1,??????,bchara ghostin,42,0
5603902011560,??? ?? ???? 220,,,0.26,0.35,0.35,1,??????,bchara ghostin,43,0
5603902011591,??? ?? ???? 320,,,0.26,0.35,0.35,1,??????,bchara ghostin,48,0
5603902011614,??? ?? ???? 400,,,0.26,0.35,0.35,1,??????,bchara ghostin,44,0
5603902000731,??? ?? ???? 80,,,0.27,0.35,0.35,1,??????,bchara ghostin,50,0
5205332170246,??? ?? ???? 100 smirdex,,,0.29,0.35,0.35,1,??????,bchara ghostin,37,0
5205332170345,??? ?? ???? 120 smirdex,,,0.31,0.4,0.4,1,??????,bchara ghostin,49,0
5205332171649,??? ?? ???? 1200 smirdex,,,0.31,0.4,0.4,1,??????,bchara ghostin,50,0
5205332170444,??? ?? ???? 150 smirdex,,,0.25,0.4,0.4,1,??????,bchara ghostin,45,0
5205332170642,??? ?? ???? 220 smirdex,,,0.26,0.4,0.4,1,??????,bchara ghostin,50,0
5205332170949,??? ?? ???? 320 smirdex,,,0.26,0.4,0.4,1,??????,bchara ghostin,50,0
5205332171144,??? ?? ???? 400 smirdex,,,0.25,0.4,0.4,1,??????,bchara ghostin,50,0
5205332170109,??? ?? ???? 80 smirdex,,,0.25,0.4,0.4,1,??????,bchara ghostin,49,0
5205332171441,??? ?? ???? 800 smirdex,,,0.31,0.4,0.4,1,??????,bchara ghostin,50,0
8028641906477,??? ?? ???? 120 sait,,,0.26,0.4,0.4,1,??????,bchara ghostin,50,0
8028641906484,??? ?? ???? 150 sait,,,1.25,2,1.75,1,??????,bchara ghostin,25,0
8028641906798,??? ?? ???? 180 sait,,,1.25,2,1.75,1,??????,bchara ghostin,25,0
8028641906491,??? ?? ???? 220 sait,,,1.25,2,1.75,1,??????,bchara ghostin,25,0
8028641916407,??? ?? ???? 320 sait,,,1.25,2,1.75,1,??????,bchara ghostin,25,0
8028641906835,??? ?? ???? 40 sait,,,1.25,2,1.75,1,??????,bchara ghostin,25,0
8028641904411,??? ?? ???? 60 sait,,,1.5,2,1.75,1,??????,bchara ghostin,25,0
8.02864E+12,??? ?? ???? 80 sait,,,1.5,2,1.75,1,??????,bchara ghostin,25,0
,,,,1.35,2,1.75,1,??????,bchara ghostin,25,0
